Date,Open,High,Low,Close,Volume
2022/1/3,28.5,28.5,27.1,28.1,2.50M
2022/1/4,28.45,29.4,27.75,28.35,7.57M
2022/1/5,28.4,28.4,27.4,27.7,6.28M
2022/1/6,27.05,27.4,24.35,25.3,20.88M
2022/1/7,25.75,26.4,24.9,26.15,9.10M
2022/1/10,26.45,27.5,26.05,27.15,8.13M
2022/1/11,27.2,27.3,26.05,26.75,5.00M
2022/1/12,26.8,27.85,26.8,27.85,7.44M
2022/1/13,28,28.15,26.6,26.95,4.46M
2022/1/14,26.8,27.15,25.5,26.95,4.01M
2022/1/17,26.7,26.95,25.7,25.95,8.62M
2022/1/18,26.05,27.3,25.9,26.25,7.25M
2022/1/19,26.35,26.35,25.05,25.25,8.83M
2022/1/20,25.35,25.8,24.9,25.6,11.00M
2022/1/21,25.6,25.85,24.15,25.8,10.19M
2022/1/24,25.5,25.75,24.8,25.1,6.44M
2022/1/25,25,25.3,23.8,24,7.60M
2022/1/26,24.45,24.6,23.7,23.85,5.31M
2022/1/27,23.85,23.85,22.9,23.4,5.84M
2022/1/28,23.8,23.85,22,22.8,6.40M
2022/1/31,22.8,23.45,22.6,23.35,1.76M
2022/2/4,23.55,24.2,23.15,24,2.92M
2022/2/7,24.25,24.25,22.7,23.05,6.53M
2022/2/8,23.05,23.2,22.25,22.6,6.85M
2022/2/9,23.1,24,23,23.65,6.77M
2022/2/10,24.25,24.25,23.3,23.85,4.05M
2022/2/11,23.7,23.8,23.1,23.3,2.90M
2022/2/14,23.2,23.55,22.6,23.45,4.32M
2022/2/15,23,24.05,23,24,4.71M
2022/2/16,24.25,24.35,24,24.25,4.56M
2022/2/17,24.35,25.4,24.3,24.95,8.31M
2022/2/18,24.8,24.85,23.85,24.1,5.60M
2022/2/21,24.1,24.1,23.6,23.9,4.03M
2022/2/22,23.8,23.8,22.5,22.9,7.34M
2022/2/23,22.9,23.55,22.75,23.35,3.97M
2022/2/24,22.6,23.15,21.7,21.9,7.97M
2022/2/25,22.4,22.7,22.2,22.3,4.70M
