Date,Open,High,Low,Close,Volume
2022/1/3,27.55,28.45,27.1,27.9,2.86M
2022/1/4,27.95,27.95,26.75,27.05,2.36M
2022/1/5,26.75,27,25.95,26.15,3.02M
2022/1/6,26,27,25.75,27,3.30M
2022/1/7,27.05,28.6,27,28.5,4.32M
2022/1/10,28.8,29.6,28.45,28.8,4.32M
2022/1/11,28.45,29.2,28.25,28.6,1.99M
2022/1/12,29.05,29.7,28.65,29.55,3.76M
2022/1/13,29.65,29.85,28.8,29.15,2.39M
2022/1/14,28.65,29.15,28.2,29.15,2.19M
2022/1/17,29.15,29.25,28.35,29.25,1.47M
2022/1/18,29.5,32.5,27.2,27.4,64.58M
2022/1/19,27.5,28.1,26.8,27.8,6.75M
2022/1/20,27.8,30.15,27.7,29.55,7.65M
2022/1/21,29.1,30,28.6,28.8,4.86M
2022/1/24,28.6,29.5,28.2,28.65,2.92M
2022/1/25,28.4,28.65,27.25,27.65,4.34M
2022/1/26,27.65,28.25,27.3,27.8,3.03M
2022/1/27,27.5,27.9,26.75,27.35,3.69M
2022/1/28,27.1,27.2,26.2,26.8,2.99M
2022/1/31,26.75,26.95,26.05,26.6,998.63K
2022/2/4,26.85,28.4,26.85,28.15,3.97M
2022/2/7,28.15,28.6,27.7,28.1,2.03M
2022/2/8,28,29.15,28,29.15,3.64M
2022/2/9,29.65,30.25,29,29.35,5.33M
2022/2/10,29.9,30.1,29.55,29.9,3.20M
2022/2/11,29.9,33.85,29.45,31.5,15.03M
2022/2/14,31,31.95,30.6,31.75,4.54M
2022/2/15,31,32,30.2,30.3,3.35M
2022/2/16,30.8,31.25,30.35,30.8,2.47M
2022/2/17,30.8,31.5,30.15,30.95,2.06M
2022/2/18,30.5,31.3,30,30.55,2.41M
2022/2/21,30.5,30.5,29.65,29.8,2.91M
2022/2/22,29.35,29.35,28.05,28.55,5.49M
2022/2/23,28.55,28.55,28,28.15,3.15M
2022/2/24,27.6,27.9,26.05,26.35,9.75M
2022/2/25,26.65,26.9,25.9,26.35,3.81M
2022/2/28,25.95,26.3,25.2,25.6,3.65M
2022/3/1,25.5,26.5,25.3,26.3,3.06M
2022/3/2,25.9,26.15,25.3,25.8,2.98M
2022/3/3,25.8,26.75,25.7,26.35,5.45M
2022/3/4,25.5,26.4,25.5,26,6.01M
2022/3/7,25.2,25.7,25,25.2,6.77M
2022/3/8,25.05,25.15,23.3,23.6,7.10M
2022/3/9,24,24.2,22.2,23.2,5.17M
2022/3/10,23.3,24.55,23.3,23.75,3.75M
